Brain,AL_left,AL_right,CX,MB_left,MB_right,PI,SEG
Stat92E_GFP_1week_paraquat_48hours_m5,0.6737604925850866,1.314619767855886,0.9152019625810516,0.9114784071196248,1.3095421263265183,1.3088062684031838,0.9176975986060402
Stat92E_GFP_1week_paraquat_single_f1,0.5542173920745294,0.5333089232444763,0.7392772689405475,0.7709982476145962,0.7236673461665222,0.8722167709496297,0.5036303997039795
Stat92E_GFP_1week_paraquat_single_f1 (1),2.332480684795244,2.064958336504923,1.2439958903327335,1.244314878637412,1.0,1.337926342610006,1.4860889644537068
Stat92E_GFP_1week_paraquat_single_f3,2.25511608424275,0.8443319473252525,0.9968995120251668,2.2569670619983224,1.003193018048982,0.9092660498376782,2.255871122959626
Stat92E_GFP_1week_paraquat_single_f4,1.2844698803269556,0.7671942441598987,1.1224837938354353,1.1332416984479974,0.7724776480058452,1.2873520561631175,1.0797109187287506
Stat92E_GFP_1week_paraquat_single_f5,1.3181559516573702,2.0195236881622876,0.9822795514188776,2.2658105961323876,2.182263875194833,1.9978326915847628,1.5052422979101854
Stat92E_GFP_24hour_moderate_single_f1,1.426113305193251,1.2457827465803888,1.005020921855751,0.8028597215289248,1.248037223523294,1.4268105943698728,1.24970871337568
Stat92E_GFP_24hour_moderate_single_f2,0.1785112140965189,0.1780598144480081,0.1461267873025191,0.146335405228942,0.179108198939995,0.1455030128307884,0.1803303780374203
Stat92E_GFP_24hour_moderate_single_f3,1.2575218672603412,1.14285138816817,2.489882210364214,1.8239448184873557,1.7027638067531574,2.5316233439013702,1.9475081186935908
Stat92E_GFP_24hour_moderate_single_m1,1.801827144153858,1.419830296438859,1.587628514768434,1.7999953000287792,1.3892873039179052,1.5718214572146945,1.5871201983978305
Stat92E_GFP_24hour_moderate_single_m2,0.8761730163502846,0.8487973446877027,0.8782268141188769,0.8750066757202148,0.8504073231220359,0.8830991787908335,0.8749029305265106
Stat92E_GFP_24hour_moderate_single_m3,1.1683976696882867,1.4037403966962576,0.9638624607099656,1.0991720586943667,0.9570168710624544,1.3387883113236465,1.2824195336484576
Stat92E_GFP_24hour_moderate_single_m3 (1),1.0909539455383062,1.2676635766062463,1.090879510614042,0.9489557460120208,1.2682012917658907,0.948590968917544,0.8924251987786911
Stat92E_GFP_24hour_moderate_single_m4,0.9518631817989436,1.2808048449362304,1.1093982055209957,0.9456220474047,1.2756602453125814,0.9585288179062824,1.10956010180792
Stat92E_GFP_24hour_moderate_single_m5,0.816670318690295,0.3216712891793196,0.8027232153082705,0.6479762930116313,0.9980506769152864,1.1644472615222297,0.3225736237318878
Stat92E_GFP_24hours_moderate_single_f1,0.6222377519193902,0.666951596736908,0.8240389980990922,1.010031923000815,0.827169862261562,0.6554768310210138,0.8326204796054902
Stat92E_GFP_24hours_moderate_single_f2,1.8711382358653927,3.00737540648313,1.735635461298319,2.972747810725677,1.7711346311645582,1.734115531635866,1.3833544578432522
Stat92E_GFP_48hour_moderate_single_f1,0.9636161750616576,1.1296041279002165,0.9864468634991264,0.9651185728686972,0.8568986654281616,1.0097780626397914,1.1246609221549102
