Brain,ROI,Green,Red,Green_Red_Ratio,Reporter,Driver,Marker,Condition,InjuryType
Draper_Dee7_aged_control_control_f1,MB_right,0.7499809265136719,0.6666191816329956,1.125051524434787,unknown,unknown,draper,control,unknown
Draper_Dee7_aged_control_control_f1,PI,0.9986417889595032,0.6667006015777588,1.497886437474632,unknown,unknown,draper,control,unknown
Draper_Dee7_aged_control_control_f1,SEG,0.999099612236023,0.6667413115501404,1.4984816373732206,unknown,unknown,draper,control,unknown
Draper_Dee7_paraquat_48h_1week_m2,AL_left,0.0783185958862304,0.5617912411689758,0.1394087165247807,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,AL_right,0.0938469097018241,0.4989121258258819,0.1881030843787836,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,CX,0.0935600399971008,0.5617912411689758,0.1665388014993274,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,MB_left,0.0781072676181793,0.5624169707298279,0.1388778640815592,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,MB_right,0.0937704071402549,0.4994767904281616,0.1877372661497906,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,PI,0.0903231799602508,0.5611998438835144,0.1609465521857821,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m2,SEG,0.0937273800373077,0.5614401698112488,0.1669409940311503,unknown,unknown,draper,unknown,unknown
UasMitoTimer_RepoGal4_1week_severe_single_m1,AL_left,0.999786376953125,0.9994353652000428,1.0003512100585037,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,AL_right,0.9998626708984376,0.9973294734954834,1.0025399804881687,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,CX,0.9998016357421876,0.9994353652000428,1.0003664774680767,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,MB_left,0.9986113905906676,0.9998626708984376,0.9987485478314284,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,MB_right,0.99957275390625,0.5000457763671875,1.9989624973299565,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,PI,0.9995574951171876,0.9989622831344604,1.0005958302858635,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_m1,SEG,0.99920654296875,1.0,0.99920654296875,uasmitotimer,unknown,unknown,severe,single
Draper_Dee7_paraquat_48h_1week_m5,AL_left,0.0962361693382263,0.5942568778991699,0.1619437198244007,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,AL_right,0.0958303585648536,0.359173834323883,0.2668077387798777,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,CX,0.1135067269206047,0.7153045535087585,0.1586830761300541,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,MB_left,0.1128638014197349,0.7089978456497192,0.1591877917715075,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,MB_right,0.0965971499681472,0.5952271223068237,0.1622862036154898,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,PI,0.1133946552872657,0.707138180732727,0.1603571386426451,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m5,SEG,0.0193208456039428,0.1806453764438629,0.1069545536359021,unknown,unknown,draper,unknown,unknown
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,AL_left,0.8469676375389099,0.7848039269447327,1.079209224699197,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,AL_right,0.8270835280418396,0.7329262495040894,1.1284676031203122,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,CX,0.9951817393302916,0.7840110659599304,1.2693465469289102,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,MB_left,0.9946929216384888,0.7303876280784607,1.3618698940114515,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,MB_right,0.8290038704872131,0.783531129360199,1.0580356534961737,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,PI,0.8473691344261169,0.7836354970932007,1.0813307176223237,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hour_moderate_single_f1,SEG,0.8246394991874695,0.7854298949241638,1.0499212017733186,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_1week_moderate_single_m1,AL_left,0.0708514153957367,0.0442562028765678,1.6009375136259174,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,AL_right,0.0705322995781898,0.0443214140832424,1.5913819772473723,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,CX,0.0687209442257881,0.0471923574805259,1.456187990908188,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,MB_left,0.0505175255239009,0.0381448306143283,1.324360987067145,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,MB_right,0.0563134253025054,0.0458293631672859,1.2287629897223478,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,PI,0.0501368977129459,0.0509330257773399,0.9843691190098468,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_m1,SEG,0.0157456658780574,0.0063598011620342,2.475811031963302,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_double_m3,AL_left,0.9998543858528136,0.887589693069458,1.1264826458215422,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,AL_right,0.9916821122169496,0.8885663747787476,1.1160473098747157,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,CX,0.9985768795013428,0.9908031821250916,1.0078458542690367,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,MB_left,0.9998966455459596,0.995550811290741,1.004365256103387,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,MB_right,0.995965540409088,0.881973922252655,1.129246018822514,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,PI,0.995965540409088,0.9971446394920348,0.9988175245232752,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m3,SEG,0.9933165907859802,0.8791388869285583,1.1298744778044385,unknown,unknown,draper,moderate,double
Stat92E_GFP_24hours_moderate_single_f2,AL_left,0.3046121299266815,0.1627950966358184,1.8711382358653927,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,AL_right,0.3045562505722046,0.101269781589508,3.00737540648313,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,CX,0.3044966757297516,0.1754381507635116,1.735635461298319,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,MB_left,0.3042433857917785,0.102344162762165,2.972747810725677,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,MB_right,0.3044594228267669,0.1719007790088653,1.7711346311645582,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,PI,0.3042880594730377,0.175471618771553,1.734115531635866,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hours_moderate_single_f2,SEG,0.0606996826827526,0.0438786186277866,1.3833544578432522,unknown,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,AL_left,0.0923843160271644,0.0216115899384021,4.27475795582279,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,AL_right,0.0496646352112293,0.0252334326505661,1.9682076512929416,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,CX,0.0675436109304428,0.0208525527268648,3.2391051501059076,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,MB_left,0.0410442203283309,0.020152062177658,2.036725570142164,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,MB_right,0.0410207360982894,0.0201176218688488,2.0390449907902974,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,PI,0.0410774834454059,0.0201483722776174,2.038749477099863,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_m1,SEG,0.0616104826331138,0.02241619117558,2.748481316497323,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_1week_moderate_double_m4,AL_left,0.6557437181472778,0.4119947552680969,1.5916312277338736,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,AL_right,0.6575382351875305,0.2470791339874267,2.6612455069596894,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,CX,0.6568747162818909,0.4116249978542328,1.595808611493774,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,MB_left,0.5754578113555908,0.2881181240081787,1.9972982030774833,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,MB_right,0.6575130820274353,0.2469634264707565,2.6623905062529283,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,PI,0.5710846185684204,0.4110615849494934,1.389292114558914,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_m4,SEG,0.6561106443405151,0.2058137655258178,3.187885138121195,unknown,unknown,draper,moderate,double
Draper_Dee7_paraquat_48h_1week_m4,AL_left,0.8566134572029114,0.8882972002029419,0.9643320467600348,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,AL_right,0.9993721842765808,0.6663161516189575,1.4998468547526462,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,CX,0.993591010570526,0.888704240322113,1.118022133224431,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,MB_left,0.9505070447921752,0.8377929925918579,1.1345368762892334,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,MB_right,0.9988489747047424,0.6661465764045715,1.4994432307914622,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,PI,0.8560640811920166,0.8876866698265076,0.9643764070033052,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m4,SEG,0.9978026151657104,0.7018827795982361,1.4216086277780764,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,AL_left,0.9589316248893738,0.6000512838363647,1.5980827817891587,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,AL_right,0.4997532963752746,0.6000512838363647,0.8328509743036537,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,CX,0.998117983341217,0.7588661313056946,1.3152754381380405,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,MB_left,0.3331959843635559,0.957088589668274,0.3481349458768925,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,MB_right,0.9989928603172302,0.5615226030349731,1.7790786246497905,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,PI,0.3984913527965545,0.9992735981941224,0.3987810280554838,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_m3,SEG,0.0832913666963577,0.2000170946121215,0.4164212406838452,unknown,unknown,draper,unknown,unknown
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,CX,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,PI,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_nonInjury_single_f1,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,single
Draper_Dee7_1week_antloss_single_f5,AL_left,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,AL_right,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,CX,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,MB_left,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,MB_right,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,PI,0.0,0.0,,unknown,unknown,draper,unknown,single
Draper_Dee7_1week_antloss_single_f5,SEG,0.0,0.0,,unknown,unknown,draper,unknown,single
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,CX,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,PI,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f3,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,CX,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,PI,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f4,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
Draper_Dee7_paraquat_48h_1week_f3,AL_left,0.0322410613298416,0.1315401345491409,0.2451043663620167,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,AL_right,0.0272065605968236,0.1244633048772811,0.218591018643197,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,CX,0.0271580033004283,0.1553502082824707,0.1748179394201225,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,MB_left,0.0232672169804573,0.1555962264537811,0.1495358692864488,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,MB_right,0.027122426778078,0.12432461977005,0.2181581317380542,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,PI,0.023163853213191,0.1401898264884948,0.1652320556591319,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f3,SEG,0.0488736145198345,0.2178269326686859,0.224369015902047,unknown,unknown,draper,unknown,unknown
UasMitoQC_RepoGal4_1week_moderate_single_f2,AL_left,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,AL_right,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,CX,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,MB_left,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,MB_right,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,PI,1.0,1.0,1.0,uasmitoqc,unknown,unknown,moderate,single
UasMitoQC_RepoGal4_1week_moderate_single_f2,SEG,0.4026910662651062,0.4089041352272033,0.9848055609448778,uasmitoqc,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,AL_left,0.9967922568321228,0.5002518892288208,1.9925806944352769,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,AL_right,0.5000534653663635,0.5002518892288208,0.999603352097754,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,CX,0.9991751313209534,0.9971299171447754,1.0020511010060096,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,MB_left,1.0,0.9990687370300292,1.0009321310290813,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,MB_right,0.7474605441093445,0.5002518892288208,1.4941683583876435,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,PI,0.997113049030304,0.5002518892288208,1.9932219557779889,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_1week_moderate_single_f1,SEG,0.9965631365776062,0.5002518892288208,1.9921226846617008,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_1week_moderate_double_f4,AL_left,0.8938741683959961,0.6584662795066833,1.3575094066558395,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,AL_right,0.8950964212417603,0.6584730744361877,1.359351590812091,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,CX,0.8946494460105896,0.7755032777786255,1.1536372206875127,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,MB_left,0.8952240943908691,0.7597943544387817,1.1782452569710418,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,MB_right,0.8857380151748657,0.7732853293418884,1.1454219827611123,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,PI,0.8960723876953125,0.6666938066482544,1.3440538651472391,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f4,SEG,0.8962730765342712,0.7728783488273621,1.159656080279811,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f3,AL_left,0.4179352223873138,0.5529598593711853,0.7558147581681268,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f3,AL_right,0.2998473644256592,0.4851822853088379,0.6180097120297671,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f3,CX,0.4775685966014862,0.5539500117301941,0.8621149679370165,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f3,MB_left,0.4778981208801269,0.5530360341072083,0.8641355922704387,unknown,unknown,draper,moderate,double
