Brain,ROI,Green,Red,Green_Red_Ratio,Reporter,Driver,Marker,Condition,InjuryType
Draper_Dee7_1week_moderate_single_f1,MB_right,0.411373496055603,0.772351086139679,0.5326249984468935,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_f1,PI,0.5272127985954285,0.6663546562194824,0.791189486971599,unknown,unknown,draper,moderate,single
Draper_Dee7_1week_moderate_single_f1,SEG,0.528843104839325,0.8869692087173462,0.5962361484950414,unknown,unknown,draper,moderate,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,AL_left,0.1619836390018463,0.0108036519959568,14.993415102825065,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,AL_right,0.1613063663244247,0.0108036519959568,14.930725867955688,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,CX,0.6457346081733704,0.507550060749054,1.2722579664760172,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,MB_left,0.6476725339889526,0.5028023719787598,1.288125454619599,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,MB_right,0.1619094908237457,0.0108036519959568,14.986551851571846,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,PI,0.645892858505249,0.5075184106826782,1.272649119539209,uasmitotimer,unknown,unknown,severe,single
UasMitoTimer_RepoGal4_1week_severe_single_f1,SEG,0.0809918195009231,0.0108036519959568,7.496707551412532,uasmitotimer,unknown,unknown,severe,single
Draper_Dee7_paraquat_48h_1week_f5,AL_left,0.8686872720718384,0.6658976674079895,1.3045356885739043,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,AL_right,0.9997862577438354,0.9997625350952148,1.0000237282832551,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,CX,0.9994121193885804,1.0,0.9994121193885804,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,MB_left,0.7497385144233704,0.9943817853927612,0.7539745050008517,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,MB_right,0.9991983771324158,0.9997828602790833,0.999415389911261,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,PI,0.8742145895957947,0.9996200203895568,0.8745468995860136,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f5,SEG,0.9994655847549438,0.9992875456809998,1.0001781660090867,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,AL_left,0.0321947336196899,0.1609496623277664,0.2000298301597357,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,AL_right,0.0322327017784118,0.1612805873155594,0.1998548139916294,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,CX,0.0322534143924713,0.1612786203622818,0.1999856789450464,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,MB_left,0.0241544116288423,0.1772731244564056,0.1362553500588992,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,MB_right,0.0373166352510452,0.1592505425214767,0.2343265816253822,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,PI,0.0241943541914224,0.1453587859869003,0.1664457640255942,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f2,SEG,0.016132827848196,0.0968042016029357,0.1666542110885688,unknown,unknown,draper,unknown,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,AL_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,AL_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,CX,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,MB_left,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,PI,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f5,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,AL_left,0.7102669477462769,0.9440675377845764,0.7523476015424124,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,AL_right,0.1934978365898132,0.0313302129507064,6.176077924981035,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,CX,0.1235313490033149,0.0352502129971981,3.504414257387153,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,MB_left,0.1100659221410751,0.025778716430068,4.269643232224527,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,MB_right,0.0,0.0,,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,PI,0.1813470125198364,0.0288171395659446,6.293026138310671,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_1week_moderate_5days_f2,SEG,0.1579506397247314,0.0373385436832904,4.230230323509285,uasmitotimer,unknown,unknown,moderate,unknown
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),AL_left,0.0589500479400157,0.073409765958786,0.8030273243632428,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),AL_right,0.0587166734039783,0.0577371641993522,1.0169649690664415,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),CX,0.0636704489588737,0.0734366774559021,0.8670115692135872,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),MB_left,0.0440560169517993,0.0731508731842041,0.6022623522327641,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),MB_right,0.064813032746315,0.1018511280417442,0.6363506619165871,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),PI,0.0585127957165241,0.0734046399593353,0.7971266632319022,uasmitotimer,unknown,unknown,moderate,single
UasMitoTimer_RepoGal4_24hours_moderate_single_f3 (1),SEG,0.029003657400608,0.0466759242117404,0.621383676711702,uasmitotimer,unknown,unknown,moderate,single
Draper_Dee7_1week_moderate_double_f2,AL_left,0.7484148740768433,0.8568161725997925,0.8734835989451123,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,AL_right,0.6248722076416016,0.8568575978279114,0.7292602752494924,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,CX,0.8707711100578308,0.9738155603408812,0.8941848390192285,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,MB_left,0.7490672469139099,0.995707869529724,0.7522962003581398,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,MB_right,0.8747386932373047,0.8554799556732178,1.0225122019941792,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,PI,0.8695502877235413,0.8478068709373474,1.025646662620408,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f2,SEG,0.7496623992919922,1.0,0.7496623992919922,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,AL_left,0.5555254220962524,0.7744153738021851,0.7173481323966518,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,AL_right,0.5545689463615417,0.5548532605171204,0.9994875867624646,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,CX,0.6665219664573669,0.995930790901184,0.6692452653805931,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,MB_left,0.665796160697937,0.8831214904785156,0.7539123075095571,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,MB_right,0.6659318208694458,0.9972329139709472,0.6677796245389938,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,PI,0.5553083419799805,0.6624640822410583,0.838246716865646,unknown,unknown,draper,moderate,double
Draper_Dee7_1week_moderate_double_f5,SEG,0.6644530296325684,0.9966903328895568,0.6666594504897203,unknown,unknown,draper,moderate,double
Stat92E_GFP_1week_paraquat_48hours_m1,AL_left,0.144064724445343,0.0824883803725242,1.746485066075185,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,AL_right,0.9069725275039672,0.8071169853210449,1.123718796653998,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,CX,0.9963061809539796,0.9913359880447388,1.0050136310687596,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,MB_left,0.3119369447231293,0.3872647583484649,0.8054875585721257,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,MB_right,0.9994720220565796,0.999746024608612,0.9997259278403836,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,PI,0.9763659238815308,0.9918800592422484,0.9843588595050798,unknown,unknown,unknown,unknown,unknown
Stat92E_GFP_1week_paraquat_48hours_m1,SEG,0.761843204498291,0.7796450257301331,0.9771667609689798,unknown,unknown,unknown,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),AL_left,0.5712940096855164,1.0,0.5712940096855164,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),AL_right,0.8564178347587585,0.9989776015281676,0.8572943311728601,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),CX,0.8567317724227905,0.99981689453125,0.8568886734250046,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),MB_left,0.8508981466293335,0.9977607131004332,0.852807828026481,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),MB_right,0.8542466163635254,0.9995269775390624,0.8546508854285932,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),PI,0.8359085917472839,0.9981841444969176,0.837429242245257,unknown,unknown,draper,unknown,unknown
Draper_Dee7_paraquat_48h_1week_f6 (1),SEG,0.8561039566993713,0.9995498657226562,0.8564894919778954,unknown,unknown,draper,unknown,unknown
Draper_Dee7_48hours_moderate_single_m1,AL_left,0.9995667934417723,0.4998332262039184,1.9998006155636725,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,AL_right,0.9980170726776124,0.7130275368690491,1.3996893823483607,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,CX,1.0,0.7122689485549927,1.4039640532255946,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,MB_left,0.998228907585144,0.4998877346515655,1.9969061819068936,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,MB_right,0.6241278052330017,0.7132455706596375,0.8750531807099536,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,PI,0.9788692593574524,0.7100802063941956,1.37853336924877,unknown,unknown,draper,moderate,single
Draper_Dee7_48hours_moderate_single_m1,SEG,0.9949176907539368,0.5712504386901855,1.7416488870191045,unknown,unknown,draper,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,AL_left,0.8578085899353027,0.9855101108551024,0.8704208921722818,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,AL_right,0.714805543422699,0.9998052716255188,0.7149447634543303,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,CX,0.8516824841499329,0.973353147506714,0.8749984384717452,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,MB_left,0.8472144603729248,0.7506786584854126,1.1285980369846735,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,MB_right,0.8577561974525452,0.8756848573684692,0.979526127732982,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,PI,0.8413850665092468,0.8689802289009094,0.9682441999554292,unknown,unknown,unknown,moderate,single
Stat92E_GFP_48hour_moderate_single_m3,SEG,0.0,0.7506786584854126,0.0,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,AL_left,0.6014651656150818,0.8882875442504883,0.6771063823962329,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,AL_right,0.6190586686134338,0.8887622952461243,0.6965402019467966,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,CX,0.7140730619430542,0.8888165354728699,0.8033975893159455,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,MB_left,0.7013111114501953,0.8714401125907898,0.8047725842745507,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,MB_right,0.6190470457077026,0.8782089352607727,0.7048972298646502,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,PI,0.6709322929382324,0.8885859251022339,0.7550561785693827,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f3,SEG,0.5846274495124817,0.6291194558143616,0.9292789216885888,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,AL_left,0.9045366048812866,0.9238011837005616,0.9791464016725928,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,AL_right,0.9996817111968994,0.999599814414978,1.0000819295689538,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,CX,0.9998328685760498,0.9976599812507628,1.0021779838483276,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,MB_left,0.6151512265205383,0.8099563121795654,0.7594869220355687,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,MB_right,0.3088224828243255,0.2587692439556122,1.1934280832744528,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,PI,0.9999840259552002,0.9997557997703552,1.000228281931345,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f4,SEG,0.999944806098938,0.9992064237594604,1.000738968767534,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_paraquat_single_f3,AL_left,0.4972249865531921,0.2204875349998474,2.25511608424275,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,AL_right,0.843919575214386,0.9995115995407104,0.8443319473252525,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,CX,0.9946274161338806,0.9977208375930786,0.9968995120251668,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,MB_left,0.4980081617832184,0.2206537127494812,2.2569670619983224,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,MB_right,0.997313678264618,0.9941393733024596,1.003193018048982,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,PI,0.9012172222137452,0.9911479949951172,0.9092660498376782,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f3,SEG,0.498328685760498,0.220902994275093,2.255871122959626,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_moderate_double_f1,AL_left,0.5953407883644104,0.5892865657806396,1.010273817418102,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,AL_right,0.5947408676147461,0.5879188179969788,1.0116037272646077,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,CX,0.5941410064697266,0.6873570084571838,0.8643848817418964,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,MB_left,0.5948984622955322,0.7838977575302124,0.7588980279390634,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,MB_right,0.5928564071655273,0.5897185206413269,1.0053209902934503,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,PI,0.5943106412887573,0.6825339198112488,0.8707415471059824,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_moderate_double_f1,SEG,0.1983620971441269,0.2948592603206634,0.6727348394227314,unknown,unknown,unknown,moderate,double
Stat92E_GFP_1week_paraquat_single_f4,AL_left,0.9989508390426636,0.7777144908905029,1.2844698803269556,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,AL_right,0.6810311675071716,0.8876906633377075,0.7671942441598987,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,CX,0.9973243474960328,0.8884977698326111,1.1224837938354353,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,MB_left,0.9931054711341858,0.876340389251709,1.1332416984479974,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,MB_right,0.6814669370651245,0.8821833729743958,0.7724776480058452,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,PI,0.9999001026153564,0.7767106890678406,1.2873520561631175,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f4,SEG,0.958244264125824,0.8875007629394531,1.0797109187287506,unknown,unknown,unknown,unknown,single
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,AL_left,0.0753162130713462,0.0235908180475235,3.1926070948291163,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,AL_right,0.0927913412451744,0.0286265853792428,3.2414393828632213,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,CX,0.1072753071784973,0.1031383648514747,1.0401106061064669,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,MB_left,0.1027543172240257,0.0301409699022769,3.4091244428157297,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,MB_right,0.7470856308937073,0.2998223304748535,2.4917611363719496,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,PI,1.0,0.9750089645385742,1.0256315955753832,uasmitotimer,unknown,unknown,unknown,unknown
UasMitoTimer_RepoGal4_starved_not5days_singleInjury_f1,SEG,0.0,0.0,,uasmitotimer,unknown,unknown,unknown,unknown
Stat92E_GFP_24hour_moderate_single_m1,AL_left,0.9987216591835022,0.5542827248573303,1.801827144153858,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,AL_right,0.8932929635047913,0.6291547417640686,1.419830296438859,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,CX,0.999980926513672,0.6298582553863525,1.587628514768434,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,MB_left,0.999839723110199,0.555467963218689,1.7999953000287792,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,MB_right,0.8742244243621826,0.6292610764503479,1.3892873039179052,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,PI,0.988147497177124,0.628663957118988,1.5718214572146945,unknown,unknown,unknown,moderate,single
Stat92E_GFP_24hour_moderate_single_m1,SEG,0.9968174695968628,0.6280667781829834,1.5871201983978305,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_paraquat_single_f5,AL_left,0.1029108017683029,0.0780717954039573,1.3181559516573702,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,AL_right,0.1286459118127823,0.0637011155486106,2.0195236881622876,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,CX,0.218443363904953,0.2223841100931167,0.9822795514188776,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,MB_left,0.1359777450561523,0.0600128471851348,2.2658105961323876,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,MB_right,0.1426919549703598,0.0653871223330497,2.182263875194833,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,PI,0.1229847744107246,0.0615590959787368,1.9978326915847628,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_paraquat_single_f5,SEG,0.1303891390562057,0.0866233557462692,1.5052422979101854,unknown,unknown,unknown,unknown,single
Stat92E_GFP_1week_moderate_single_f5,AL_left,0.462423712015152,0.998385727405548,0.4631713969077141,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,AL_right,0.4620365500450134,0.9976260662078856,0.4631360042558612,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,CX,0.6043960452079773,0.9968189597129822,0.6063247887881299,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,MB_left,0.6057358980178833,0.7774001955986023,0.7791815611153319,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,MB_right,0.4627739191055298,0.9960592985153198,0.4646047878829296,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,PI,0.6053661704063416,0.8775256872177124,0.6898557833967445,unknown,unknown,unknown,moderate,single
Stat92E_GFP_1week_moderate_single_f5,SEG,0.4265304207801819,0.5552548766136169,0.7681705082564992,unknown,unknown,unknown,moderate,single
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,AL_left,0.6666802167892456,1.0,0.6666802167892456,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,AL_right,0.6666802167892456,1.0,0.6666802167892456,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,CX,0.9986976385116576,1.0,0.9986976385116576,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,MB_left,0.9986976385116576,1.0,0.9986976385116576,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,MB_right,0.6666802167892456,1.0,0.6666802167892456,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,PI,0.6666802167892456,1.0,0.6666802167892456,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale4_20x.tif.frames,SEG,0.6666802167892456,0.4998778998851776,1.333686120035278,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,AL_left,0.531721830368042,0.9985055923461914,0.5325176287882912,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,AL_right,0.5311357975006104,1.0,0.5311357975006104,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,CX,0.5317136645317078,0.9986521005630492,0.5324313284194994,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,MB_left,0.7326374650001526,0.9177783131599426,0.7982728012799261,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,MB_right,0.4663899540901184,0.7585360407829285,0.6148553648271355,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,PI,0.5307573080062866,0.9122158288955688,0.5818330390614699,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_01_lowblowout.tif.frames,SEG,0.0666585266590118,0.360003113746643,0.1851609725407088,unknown,unknown,unknown,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,AL_left,0.3406954407691955,0.5393087267875671,0.6317261780623753,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,AL_right,0.0548417977988719,0.1348649114370346,0.4066424484657479,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,CX,0.3406954407691955,0.5363122224807739,0.6352557828968909,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,MB_left,0.3404539227485657,0.5386090278625488,0.6320984334400135,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,MB_right,0.0549625642597675,0.1345575749874115,0.4084687485257485,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,PI,0.3402740955352783,0.5352194309234619,0.6357655867392052,unknown,unknown,draper,unknown,unknown
Draper_M_PiezoModerate_48h_01_20x.tif.frames,SEG,0.0548579022288322,0.1345767974853515,0.4076326919192993,unknown,unknown,draper,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,AL_left,0.6896089315414429,0.3403123021125793,2.0264002425434273,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,AL_right,0.6712704300880432,0.3265564143657684,2.0556032604405328,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,CX,0.6895779967308044,0.6758327484130859,1.0203382395274474,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,MB_left,0.6848076581954956,0.6697381734848022,1.022500561125676,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,MB_right,0.6895393133163452,0.4479374587535858,1.5393651498471057,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,PI,0.6882741451263428,0.6757407188415527,1.0185476854292228,unknown,unknown,unknown,unknown,unknown
TIMERXREPO2.00v1xFemale2_20x.tif.frames,SEG,0.1825533062219619,0.0644683986902237,2.831671174262395,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,AL_left,0.4069426953792572,0.3422772288322449,1.1889271651743618,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,AL_right,0.2951669991016388,0.1720987260341644,1.715102754700481,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,CX,0.4069269001483917,0.3438344597816467,1.1834965593815467,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,MB_left,0.2196214497089386,0.2137417644262313,1.027508359437804,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,MB_right,0.4067236185073852,0.3434188365936279,1.184336952922203,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,PI,0.4022628962993622,0.3440133333206177,1.1693235620157094,unknown,unknown,unknown,unknown,unknown
2_18_26 TIMERXREPO2.00v1xFemale3_20x.tif.frames,SEG,0.0370025932788848,0.0861953571438789,0.4292875452342456,unknown,unknown,unknown,unknown,unknown
Stat7_M_PiezoModerate_48h_02_20x.tif.frames,AL_left,1.0,0.2856676876544952,3.5005709193455017,unknown,unknown,unknown,unknown,unknown
